Var1,Var2
EX_phetyrlys[e],Exchange/demand reactions
EX_phpyr[e],Exchange/demand reactions
EX_pmtcrn[e],Exchange/demand reactions
EX_ppi[e],Exchange/demand reactions
EX_ppp9[e],Exchange/demand reactions
EX_proargasp[e],Exchange/demand reactions
EX_proargcys[e],Exchange/demand reactions
EX_proasncys[e],Exchange/demand reactions
EX_procys[e],Exchange/demand reactions
EX_proglnpro[e],Exchange/demand reactions
EX_proglulys[e],Exchange/demand reactions
EX_prohis[e],Exchange/demand reactions
EX_prohistyr[e],Exchange/demand reactions
EX_proleuarg[e],Exchange/demand reactions
EX_prolyspro[e],Exchange/demand reactions
EX_prophe[e],Exchange/demand reactions
EX_proproarg[e],Exchange/demand reactions
EX_propropro[e],Exchange/demand reactions
EX_protrplys[e],Exchange/demand reactions
EX_protrpthr[e],Exchange/demand reactions
EX_provalgln[e],Exchange/demand reactions
EX_prpp[e],Exchange/demand reactions
EX_ps_hs[e],Exchange/demand reactions
EX_ptdca[e],Exchange/demand reactions
EX_ptrc[e],Exchange/demand reactions
EX_selmeth[e],Exchange/demand reactions
EX_serargala[e],Exchange/demand reactions
EX_serargtrp[e],Exchange/demand reactions
EX_sercysarg[e],Exchange/demand reactions
EX_serglyglu[e],Exchange/demand reactions
EX_serlyshis[e],Exchange/demand reactions
EX_serphelys[e],Exchange/demand reactions
EX_sertrphis[e],Exchange/demand reactions
EX_sphmyln180241_hs[e],Exchange/demand reactions
EX_sphmyln18114_hs[e],Exchange/demand reactions
EX_sphmyln18115_hs[e],Exchange/demand reactions
EX_sphmyln181161_hs[e],Exchange/demand reactions
EX_sphmyln18116_hs[e],Exchange/demand reactions
EX_sphmyln18117_hs[e],Exchange/demand reactions
EX_sphmyln181181_hs[e],Exchange/demand reactions
EX_sphmyln18118_hs[e],Exchange/demand reactions
EX_sphmyln181201_hs[e],Exchange/demand reactions
EX_sphmyln18120_hs[e],Exchange/demand reactions
EX_sphmyln18121_hs[e],Exchange/demand reactions
EX_sphmyln181221_hs[e],Exchange/demand reactions
EX_sphmyln18122_hs[e],Exchange/demand reactions
EX_sphmyln18123_hs[e],Exchange/demand reactions
EX_sphmyln1824_hs[e],Exchange/demand reactions
EX_sphmyln1825_hs[e],Exchange/demand reactions
EX_sphmyln_hs[e],Exchange/demand reactions
EX_stcrn[e],Exchange/demand reactions
EX_strdnc[e],Exchange/demand reactions
EX_sulpacmp[e],Exchange/demand reactions
EX_tag_hs[e],Exchange/demand reactions
EX_tca3s[e],Exchange/demand reactions
EX_tcdca3s[e],Exchange/demand reactions
EX_tdca3s[e],Exchange/demand reactions
EX_tdechola[e],Exchange/demand reactions
EX_tethex3[e],Exchange/demand reactions
EX_tetpent3[e],Exchange/demand reactions
EX_tetpent6[e],Exchange/demand reactions
EX_tettet6[e],Exchange/demand reactions
EX_thcholstoic[e],Exchange/demand reactions
EX_thrargtyr[e],Exchange/demand reactions
EX_thrasntyr[e],Exchange/demand reactions
EX_thrglnglu[e],Exchange/demand reactions
EX_thrglntyr[e],Exchange/demand reactions
EX_thrhishis[e],Exchange/demand reactions
EX_thrilearg[e],Exchange/demand reactions
EX_thrmetarg[e],Exchange/demand reactions
EX_thrphearg[e],Exchange/demand reactions
EX_thrserarg[e],Exchange/demand reactions
EX_thrthrarg[e],Exchange/demand reactions
EX_thrtyrmet[e],Exchange/demand reactions
EX_thyochol[e],Exchange/demand reactions
EX_tmndnc[e],Exchange/demand reactions
EX_trpalapro[e],Exchange/demand reactions
EX_trpargala[e],Exchange/demand reactions
EX_trpaspasp[e],Exchange/demand reactions
EX_trpglngln[e],Exchange/demand reactions
EX_trpglugly[e],Exchange/demand reactions
EX_trpgluleu[e],Exchange/demand reactions
EX_trpglupro[e],Exchange/demand reactions
EX_trpglutyr[e],Exchange/demand reactions
EX_trpglyasp[e],Exchange/demand reactions
EX_trpglyleu[e],Exchange/demand reactions
EX_trpglyphe[e],Exchange/demand reactions
EX_trpglyval[e],Exchange/demand reactions
EX_trphismet[e],Exchange/demand reactions
EX_trpilelys[e],Exchange/demand reactions
EX_trpiletrp[e],Exchange/demand reactions
EX_trpleuval[e],Exchange/demand reactions
EX_trplys[e],Exchange/demand reactions
EX_trpmetarg[e],Exchange/demand reactions
EX_trpmetval[e],Exchange/demand reactions
EX_trpphe[e],Exchange/demand reactions
EX_trpprogly[e],Exchange/demand reactions
EX_trpproleu[e],Exchange/demand reactions
EX_trpproval[e],Exchange/demand reactions
EX_trpsertyr[e],Exchange/demand reactions
EX_trpthrglu[e],Exchange/demand reactions
EX_trpthrile[e],Exchange/demand reactions
EX_trpthrtyr[e],Exchange/demand reactions
EX_trptyrgln[e],Exchange/demand reactions
EX_trptyrtyr[e],Exchange/demand reactions
EX_trpvalasp[e],Exchange/demand reactions
EX_ttdca[e],Exchange/demand reactions
EX_ttdcea[e],Exchange/demand reactions
EX_tudca3s[e],Exchange/demand reactions
EX_tyrala[e],Exchange/demand reactions
EX_tyralaphe[e],Exchange/demand reactions
EX_tyrargglu[e],Exchange/demand reactions
EX_tyrargser[e],Exchange/demand reactions
EX_tyrasparg[e],Exchange/demand reactions
EX_tyrcysgly[e],Exchange/demand reactions
EX_tyrcysthr[e],Exchange/demand reactions
EX_tyrglu[e],Exchange/demand reactions
EX_tyrleuarg[e],Exchange/demand reactions
EX_tyrphetyr[e],Exchange/demand reactions
EX_tyrthr[e],Exchange/demand reactions
EX_tyrtrpphe[e],Exchange/demand reactions
EX_tyrtyr[e],Exchange/demand reactions
EX_tyrvalmet[e],Exchange/demand reactions
EX_uchol[e],Exchange/demand reactions
EX_udca3s[e],Exchange/demand reactions
EX_vacc[e],Exchange/demand reactions
EX_valarggly[e],Exchange/demand reactions
EX_valhisasn[e],Exchange/demand reactions
EX_valleuphe[e],Exchange/demand reactions
EX_vallystyr[e],Exchange/demand reactions
EX_valphearg[e],Exchange/demand reactions
EX_valprotrp[e],Exchange/demand reactions
EX_valserarg[e],Exchange/demand reactions
EX_valtrpphe[e],Exchange/demand reactions
EX_valtrpval[e],Exchange/demand reactions
EX_valval[e],Exchange/demand reactions
EX_xol7ah3[e],Exchange/demand reactions
EX_xol7aone[e],Exchange/demand reactions
EX_xoldiolone[e],Exchange/demand reactions
EX_xolest181_hs[e],Exchange/demand reactions
EX_xolest182_hs[e],Exchange/demand reactions
EX_xolest183_hs[e],Exchange/demand reactions
EX_xolest204_hs[e],Exchange/demand reactions
EX_xolest205_hs[e],Exchange/demand reactions
EX_xolest226_hs[e],Exchange/demand reactions
EX_xolest2_hs[e],Exchange/demand reactions
FACOAL1813,Fatty acid oxidation
FACOAL191,Fatty acid oxidation
FACOAL206,Fatty acid oxidation
FAEL183,Fatty acid biosynthesis
FAEL184,Fatty acid biosynthesis
FAEL204,Fatty acid biosynthesis
FAEL205,Fatty acid biosynthesis
FAOXC101C102x,Fatty acid oxidation
FAOXC101C8m,Fatty acid oxidation
FAOXC101C8x,Fatty acid oxidation
FAOXC102C101m,Fatty acid oxidation
FAOXC102C101x,Fatty acid oxidation
FAOXC102C103m,Fatty acid oxidation
FAOXC102C103x,Fatty acid oxidation
FAOXC102C81m,Fatty acid oxidation
FAOXC102C81x,Fatty acid oxidation
FAOXC102m,Fatty acid oxidation
FAOXC102x,Fatty acid oxidation
FAOXC103C102m,Fatty acid oxidation
FAOXC103C102x,Fatty acid oxidation
FAOXC10C10OHm,Fatty acid oxidation
FAOXC10C8m,Fatty acid oxidation
FAOXC10C8x,Fatty acid oxidation
FAOXC10DCC8DCx,Fatty acid oxidation
FAOXC11BRC9BRx,Fatty acid oxidation
FAOXC11C9m,Fatty acid oxidation
FAOXC121C101m,Fatty acid oxidation
FAOXC121C10x,Fatty acid oxidation
FAOXC122C101m,Fatty acid oxidation
FAOXC122m,Fatty acid oxidation
FAOXC122x,Fatty acid oxidation
FAOXC123C102m,Fatty acid oxidation
FAOXC123C102x,Fatty acid oxidation
FAOXC123m,Fatty acid oxidation
FAOXC123x,Fatty acid oxidation
FAOXC12C10m,Fatty acid oxidation
FAOXC12C10x,Fatty acid oxidation
FAOXC12C12OHm,Fatty acid oxidation
FAOXC12DCC10DCx,Fatty acid oxidation
FAOXC12DCTc,Fatty acid oxidation
FAOXC12DCc,Fatty acid oxidation
FAOXC12DCx,Fatty acid oxidation
FAOXC13BRC11BRx,Fatty acid oxidation
FAOXC13C11m,Fatty acid oxidation
FAOXC140,Fatty acid oxidation
FAOXC141C121m,Fatty acid oxidation
FAOXC141C121x,Fatty acid oxidation
FAOXC141C141OHm,Fatty acid oxidation
FAOXC142C122m,Fatty acid oxidation
FAOXC142C122x,Fatty acid oxidation
FAOXC142C142OHm,Fatty acid oxidation
FAOXC143C123m,Fatty acid oxidation
FAOXC143C123x,Fatty acid oxidation
FAOXC14C12m,Fatty acid oxidation
FAOXC14C12x,Fatty acid oxidation
FAOXC14C14OHm,Fatty acid oxidation
FAOXC14DCC12DCx,Fatty acid oxidation
FAOXC150m,Fatty acid oxidation
FAOXC15ATPx,Fatty acid oxidation
FAOXC15BRC13BRx,Fatty acid oxidation
FAOXC15C13m,Fatty acid oxidation
FAOXC15NADPx,Fatty acid oxidation
FAOXC15NADx,Fatty acid oxidation
FAOXC160,Fatty acid oxidation
FAOXC16080m,Fatty acid oxidation
FAOXC16080x,Fatty acid oxidation
FAOXC161802m,Fatty acid oxidation
FAOXC16180m,Fatty acid oxidation
FAOXC161C141m,Fatty acid oxidation
FAOXC161C141x,Fatty acid oxidation
FAOXC161C161OHm,Fatty acid oxidation
FAOXC162C142m,Fatty acid oxidation
FAOXC162C162OHm,Fatty acid oxidation
FAOXC163C142x,Fatty acid oxidation
FAOXC163C143m,Fatty acid oxidation
FAOXC163C164Gm,Fatty acid oxidation
FAOXC163C164x,Fatty acid oxidation
FAOXC163GC142m,Fatty acid oxidation
FAOXC163Gm,Fatty acid oxidation
FAOXC163x,Fatty acid oxidation
FAOXC164C143m,Fatty acid oxidation
FAOXC164C143x,Fatty acid oxidation
FAOXC164C163x,Fatty acid oxidation
FAOXC164C165m,Fatty acid oxidation
FAOXC164C165x,Fatty acid oxidation
FAOXC164GC163m,Fatty acid oxidation
FAOXC164m,Fatty acid oxidation
FAOXC164x,Fatty acid oxidation
FAOXC165C164m,Fatty acid oxidation
FAOXC165C164x,Fatty acid oxidation
FAOXC16C14m,Fatty acid oxidation
FAOXC16C14x,Fatty acid oxidation
FAOXC16C16OHm,Fatty acid oxidation
FAOXC16DCC14DCx,Fatty acid oxidation
FAOXC170m,Fatty acid oxidation
FAOXC17C15m,Fatty acid oxidation
FAOXC180,Fatty acid oxidation
FAOXC180x,Fatty acid oxidation
FAOXC1811601m,Fatty acid oxidation
FAOXC1811602m,Fatty acid oxidation
FAOXC1811603m,Fatty acid oxidation
FAOXC181C161m,Fatty acid oxidation
FAOXC181C161x,Fatty acid oxidation
FAOXC182806m,Fatty acid oxidation
FAOXC18280m,Fatty acid oxidation
FAOXC182C162m,Fatty acid oxidation
FAOXC182C182OHm,Fatty acid oxidation
FAOXC183803m,Fatty acid oxidation
FAOXC183806m,Fatty acid oxidation
FAOXC183C163Gm,Fatty acid oxidation
FAOXC183C163m,Fatty acid oxidation
FAOXC18480m,Fatty acid oxidation
FAOXC18480x,Fatty acid oxidation
FAOXC184C163m,Fatty acid oxidation
FAOXC184C163x,Fatty acid oxidation
FAOXC184C164m,Fatty acid oxidation
FAOXC184C164x,Fatty acid oxidation
FAOXC184m,Fatty acid oxidation
FAOXC184x,Fatty acid oxidation
FAOXC185C164m,Fatty acid oxidation
FAOXC185m,Fatty acid oxidation
FAOXC18C18OHm,Fatty acid oxidation
FAOXC200180m,Fatty acid oxidation
FAOXC200180x,Fatty acid oxidation
FAOXC201C181x,Fatty acid oxidation
FAOXC2031836m,Fatty acid oxidation
FAOXC204,Fatty acid oxidation
FAOXC204184m,Fatty acid oxidation
FAOXC204C184m,Fatty acid oxidation
FAOXC204C205x,Fatty acid oxidation
FAOXC2051843m,Fatty acid oxidation
FAOXC2051843x,Fatty acid oxidation
FAOXC205C184x,Fatty acid oxidation
FAOXC205C185m,Fatty acid oxidation
FAOXC221C201x,Fatty acid oxidation
FAOXC2242046m,Fatty acid oxidation
FAOXC2242046x,Fatty acid oxidation
FAOXC2252053m,Fatty acid oxidation
FAOXC2252053x,Fatty acid oxidation
FAOXC225C204m,Fatty acid oxidation
FAOXC225C204x,Fatty acid oxidation
FAOXC225C226m,Fatty acid oxidation
FAOXC225C226x,Fatty acid oxidation
FAOXC225m,Fatty acid oxidation
FAOXC225x,Fatty acid oxidation
FAOXC226205m,Fatty acid oxidation
FAOXC226205x,Fatty acid oxidation
FAOXC226C205m,Fatty acid oxidation
FAOXC226C225m,Fatty acid oxidation
FAOXC226C225x,Fatty acid oxidation
FAOXC226C227m,Fatty acid oxidation
FAOXC226m,Fatty acid oxidation
FAOXC227C226m,Fatty acid oxidation
FAOXC22C20x,Fatty acid oxidation
FAOXC22OHC22r,Fatty acid oxidation
FAOXC240200x,Fatty acid oxidation
FAOXC241181x,Fatty acid oxidation
FAOXC241C221x,Fatty acid oxidation
FAOXC2442246x,Fatty acid oxidation
FAOXC2452253x,Fatty acid oxidation
FAOXC2452256x,Fatty acid oxidation
FAOXC246226x,Fatty acid oxidation
FAOXC24C22x,Fatty acid oxidation
FAOXC260240x,Fatty acid oxidation
FAOXC3DC,Fatty acid oxidation
FAOXC4C2m,Fatty acid oxidation
FAOXC4C4DCc,Fatty acid oxidation
FAOXC5C3x,Fatty acid oxidation
FAOXC5C5DCc,Fatty acid oxidation
FAOXC5OHc,Fatty acid oxidation
FAOXC61C4m,Fatty acid oxidation
FAOXC61C4x,Fatty acid oxidation
FAOXC61m,Fatty acid oxidation
FAOXC61x,Fatty acid oxidation
FAOXC6C4m,Fatty acid oxidation
FAOXC6C4x,Fatty acid oxidation
FAOXC6DCC4DCx,Fatty acid oxidation
FAOXC7C5m,Fatty acid oxidation
FAOXC80,Fatty acid oxidation
FAOXC81C61m,Fatty acid oxidation
FAOXC81C61x,Fatty acid oxidation
FAOXC8C6m,Fatty acid oxidation
FAOXC8C6x,Fatty acid oxidation
FAOXC8DCC6DCx,Fatty acid oxidation
FAOXC9C7m,Fatty acid oxidation
FAOXOHC16C16DCc,Fatty acid oxidation
FAOXOHC22C22DCc,Fatty acid oxidation
FAOXTC101TC102m,Fatty acid oxidation
FAOXTC102C101m,Fatty acid oxidation
FAOXTC122TC101m,Fatty acid oxidation
FAOXTC122m,Fatty acid oxidation
FAOXTC142TC122m,Fatty acid oxidation
FAOXTC162TC142m,Fatty acid oxidation
FAOXTC182TC162m,Fatty acid oxidation
FAS80COA_L,Fatty acid biosynthesis
FCLTm,Heme synthesis
FMNALKPle,Transport reactions
FOAXC122C101x,Fatty acid oxidation
FOLABCCte,Transport reactions
FOLTle,Transport reactions
FOLt2,Transport reactions
FRDPtr,Transport reactions
FUT18g,Blood group biosynthesis
FUT34g,Blood group biosynthesis
FVSCOAhc,Drug metabolism
FVSCOAitx,Drug metabolism
FVSitx,Drug metabolism
FVStep,Drug metabolism
G3PD2m,Glycolysis / Gluconeogenesis
G6PDH2c,Pentose phosphate pathway
GA1tl,Transport reactions
GABABGTtc,Transport reactions
GALNTg,O-glycan metabolism
GBA2e,Sphingolipid metabolism
GCA3Sabc,Transport reactions
GCA3St,Transport reactions
GCDCA3Sabc,Transport reactions
GCDCA3St,Transport reactions
GD1Btl,Transport reactions
GD3tg,Transport reactions
GD3tlc,Transport reactions
GDCA3Sabc,Transport reactions
GDCA3St,Transport reactions
GLA2l,Sphingolipid metabolism
GLC3MEACPhr,Drug metabolism
GLDBRAN,Starch and sucrose metabolism
GLNASNGLNt,Transport reactions
GLNATB0tc,Transport reactions
GLNHISHISt,Transport reactions
GLNHISLYSt,Transport reactions
GLNLYSLYSt,Transport reactions
GLNLYSTRPt,Transport reactions
GLNPROGLUt,Transport reactions
GLNTRPGLUt,Transport reactions
GLNTYRLEUt,Transport reactions
GLNyLATthc,Transport reactions
GLUARGLEUt,Transport reactions
GLUASNLEUt,Transport reactions
GLUGLUt,Transport reactions
GLUILELYSt,Transport reactions
GLULEUt,Transport reactions
GLUMETHISt,Transport reactions
GLUMETt,Transport reactions
GLUPROASCT1,Transport reactions
GLUTCOAACBP,Fatty acid oxidation
GLUTHRLYSt,Transport reactions
GLUTHRt,Transport reactions
GLUTRPALAt,Transport reactions
GLYGLYCNc,Transport reactions
GLYHISASNt,Transport reactions
GLYHISLYSt,Transport reactions
GLYLEUHYDROc,Transport reactions
GLYLYSCYSt,Transport reactions
GLYLYSPHEt,Transport reactions
GLYPROPRO1c,Transport reactions
GLYSARCNc,Transport reactions
GLYTYRLYSt,Transport reactions
GLYVALHISt,Transport reactions
GLYt2rL,Transport reactions
GM1tl,Transport reactions
GM2tg,Transport reactions
GNDc,Pentose phosphate pathway
GPDDACHOL,Glycerophospholipid metabolism
GRTTx,Cholesterol metabolism
GUDCA3Sabc,Transport reactions
GUDCA3St,Transport reactions
H2OGLYAQPt,Transport reactions
HC02194te,Transport reactions
HC02195te,Bile acid biosynthesis
HC02196te,Bile acid biosynthesis
HC02220c,Transport reactions
HC02220te,Transport reactions
HCA24GSc,Bile acid biosynthesis
HCA24Gte,Transport reactions
HCA6GSc,Bile acid biosynthesis
HCA6Gte,Transport reactions
HDCA24GSc,Bile acid biosynthesis
HDCA24Gte,Transport reactions
HDCA6GSc,Bile acid biosynthesis
HDCA6Gte,Transport reactions
HDCACBP,Fatty acid oxidation
HDCECRNte,Transport reactions
HDD2CRNte2,Transport reactions
HDDACBP,Fatty acid oxidation
HDECAACBP,Fatty acid oxidation
HDECEACBP,Fatty acid oxidation
HEXA1l,Sphingolipid metabolism
HEXA2l,Sphingolipid metabolism
HEXA3e,Sphingolipid metabolism
HEXAHBl,Sphingolipid metabolism
HEXDICOAACBP,Fatty acid oxidation
HEXDICOAACBPx,Fatty acid oxidation
HEXDTRm,Fatty acid oxidation
HISARGCYSt,Transport reactions
HISARGSERt,Transport reactions
HISASPt,Transport reactions
HISCYSCYSt,Transport reactions
HISGLNALAt,Transport reactions
HISGLUGLNt,Transport reactions
HISGLUt,Transport reactions
HISGLYLYSt,Transport reactions
HISHISLYSt,Transport reactions
HISLYSALAt,Transport reactions
HISLYSGLUt,Transport reactions
HISLYSILEt,Transport reactions
HISLYSTHRt,Transport reactions
HISLYSVALt,Transport reactions
HISMETGLNt,Transport reactions
HISMETt,Transport reactions
HISPHEARGt,Transport reactions
HISPROLYSt,Transport reactions
HISTRPHISt,Transport reactions
HIShPTtc,Transport reactions
HISyLATtc,Transport reactions
HISyLATthc,Transport reactions
HIVCACBP,Fatty acid oxidation
HKYNRtr,Transport reactions
HMGLx,Cholesterol metabolism
HMR_0001,Acylglycerides metabolism
HMR_0003,Acylglycerides metabolism
HMR_0004,Transport reactions
HMR_0005,Acylglycerides metabolism
HMR_0006,Transport reactions
HMR_0009,Transport reactions
HMR_0010,Pool reactions
HMR_0015,Transport reactions
HMR_0019,Transport reactions
HMR_0025,Transport reactions
HMR_0030,Transport reactions
HMR_0031,Pool reactions
HMR_0032,Pool reactions
HMR_0153,Propanoate metabolism
HMR_0154,Acyl-CoA hydrolysis
HMR_0155,Transport reactions
HMR_0158,Transport reactions
HMR_0159,Carnitine shuttle (cytosolic)
HMR_0160,Carnitine shuttle (mitochondrial)
HMR_0161,Carnitine shuttle (mitochondrial)
HMR_0162,Carnitine shuttle (mitochondrial)
HMR_0163,Carnitine shuttle (mitochondrial)
HMR_0164,Transport reactions
HMR_0167,Transport reactions
HMR_0169,Transport reactions
HMR_0170,Transport reactions
HMR_0173,Transport reactions
HMR_0176,Transport reactions
HMR_0179,Transport reactions
HMR_0183,Transport reactions
HMR_0187,Transport reactions
HMR_0188,Fatty acid activation (cytosolic)
HMR_0189,Acyl-CoA hydrolysis
HMR_0190,Transport reactions
HMR_0191,Transport reactions
HMR_0192,Fatty acid activation (cytosolic)
HMR_0193,Acyl-CoA hydrolysis
HMR_0194,Transport reactions
HMR_0195,Transport reactions
HMR_0196,Fatty acid activation (cytosolic)
HMR_0197,Acyl-CoA hydrolysis
HMR_0198,Transport reactions
HMR_0199,Transport reactions
HMR_0200,Fatty acid activation (cytosolic)
HMR_0201,Acyl-CoA hydrolysis
HMR_0202,Transport reactions
HMR_0203,Transport reactions
HMR_0204,Fatty acid activation (cytosolic)
HMR_0206,Acyl-CoA hydrolysis
HMR_0207,Transport reactions
HMR_0208,Transport reactions
HMR_0209,Fatty acid activation (cytosolic)
HMR_0210,Acyl-CoA hydrolysis
HMR_0211,Transport reactions
HMR_0212,Transport reactions
HMR_0213,Fatty acid activation (cytosolic)
HMR_0214,Acyl-CoA hydrolysis
HMR_0215,Transport reactions
HMR_0216,Transport reactions
HMR_0217,Fatty acid activation (cytosolic)
HMR_0223,Acyl-CoA hydrolysis
HMR_0224,Transport reactions
HMR_0225,Transport reactions
HMR_0226,Fatty acid activation (cytosolic)
HMR_0230,Acyl-CoA hydrolysis
HMR_0231,Transport reactions
HMR_0232,Transport reactions
